dti,total_loans,defaulted_loans,default_rate
76.85,2,0,0.0
76.87,2,0,0.0
76.89,1,0,0.0
76.9,2,0,0.0
76.92,1,0,0.0
76.93,1,0,0.0
76.95,4,1,25.0
76.97,1,0,0.0
76.98,1,0,0.0
77.0,3,0,0.0
77.01,1,0,0.0
77.04,1,0,0.0
77.05,3,0,0.0
77.06,2,0,0.0
77.07,2,0,0.0
77.09,2,0,0.0
77.1,1,0,0.0
77.12,2,0,0.0
77.13,1,0,0.0
77.14,1,0,0.0
77.15,1,0,0.0
77.16,1,1,100.0
77.18,1,0,0.0
77.19,1,0,0.0
77.2,4,0,0.0
77.21,1,0,0.0
77.23,1,0,0.0
77.24,1,0,0.0
77.25,3,0,0.0
77.27,1,0,0.0
77.29,2,0,0.0
77.3,1,0,0.0
77.31,3,0,0.0
77.32,2,0,0.0
77.33,3,0,0.0
77.35,2,0,0.0
77.36,2,0,0.0
77.37,1,0,0.0
77.38,2,0,0.0
77.39,2,0,0.0
77.4,4,0,0.0
77.41,2,0,0.0
77.42,1,0,0.0
77.43,1,1,100.0
77.44,2,0,0.0
77.45,1,0,0.0
77.47,1,0,0.0
77.48,4,0,0.0
77.49,1,0,0.0
77.5,3,1,33.33
77.51,2,0,0.0
77.52,1,0,0.0
77.53,1,0,0.0
77.55,4,0,0.0
77.56,1,0,0.0
77.59,1,0,0.0
77.6,5,1,20.0
77.61,1,0,0.0
77.64,2,0,0.0
77.65,1,1,100.0
77.67,2,0,0.0
77.68,1,0,0.0
77.69,2,0,0.0
77.7,2,0,0.0
77.71,1,1,100.0
77.72,2,0,0.0
77.73,2,0,0.0
77.74,1,0,0.0
77.75,1,0,0.0
77.76,3,0,0.0
77.77,1,0,0.0
77.78,2,0,0.0
77.79,2,0,0.0
77.81,2,0,0.0
77.82,2,0,0.0
77.83,1,0,0.0
77.84,1,0,0.0
77.85,2,0,0.0
77.86,2,0,0.0
77.9,4,0,0.0
77.91,4,0,0.0
77.92,6,1,16.67
77.93,1,0,0.0
77.94,4,0,0.0
77.95,2,0,0.0
77.96,2,0,0.0
77.97,1,0,0.0
78.01,1,0,0.0
78.03,1,0,0.0
78.04,5,0,0.0
78.06,4,1,25.0
78.08,4,0,0.0
78.09,1,1,100.0
78.1,2,0,0.0
78.12,2,1,50.0
78.13,1,0,0.0
78.16,4,0,0.0
78.18,1,0,0.0
78.2,2,0,0.0
78.21,1,0,0.0
78.22,2,0,0.0
78.23,1,0,0.0
78.24,2,1,50.0
78.25,1,0,0.0
78.27,2,0,0.0
78.28,3,0,0.0
78.29,1,0,0.0
78.3,3,0,0.0
78.31,4,1,25.0
78.32,1,0,0.0
78.33,3,0,0.0
78.36,3,1,33.33
78.38,1,1,100.0
78.39,1,0,0.0
78.4,1,0,0.0
78.41,3,0,0.0
78.42,2,0,0.0
78.43,2,0,0.0
78.44,1,0,0.0
78.45,2,0,0.0
78.47,1,0,0.0
78.48,1,0,0.0
78.49,1,0,0.0
78.5,1,0,0.0
78.51,2,1,50.0
78.53,1,0,0.0
78.54,1,0,0.0
78.55,2,0,0.0
78.56,3,0,0.0
78.57,1,0,0.0
78.6,1,0,0.0
78.61,1,0,0.0
78.62,1,0,0.0
78.64,1,0,0.0
78.65,1,0,0.0
78.67,1,0,0.0
78.68,1,0,0.0
78.69,1,0,0.0
78.7,2,1,50.0
78.72,1,0,0.0
78.73,2,0,0.0
78.75,4,0,0.0
78.76,1,0,0.0
78.77,2,0,0.0
78.78,2,0,0.0
78.8,4,0,0.0
78.81,1,0,0.0
78.82,1,0,0.0
78.86,1,0,0.0
78.88,2,0,0.0
78.91,1,0,0.0
78.92,1,0,0.0
78.94,1,0,0.0
78.96,1,0,0.0
78.97,2,0,0.0
78.99,1,0,0.0
79.0,1,0,0.0
79.01,2,0,0.0
79.02,2,0,0.0
79.03,1,0,0.0
79.05,1,0,0.0
79.09,2,1,50.0
79.1,1,0,0.0
79.12,4,0,0.0
79.14,3,0,0.0
79.15,3,0,0.0
79.16,1,0,0.0
79.18,1,0,0.0
79.2,3,1,33.33
79.22,1,0,0.0
79.23,1,0,0.0
79.25,2,0,0.0
79.26,3,1,33.33
79.27,1,0,0.0
79.29,2,0,0.0
79.3,2,0,0.0
79.31,1,0,0.0
79.33,1,0,0.0
79.34,3,0,0.0
79.35,2,0,0.0
79.36,1,0,0.0
79.38,1,1,100.0
79.39,3,0,0.0
79.4,2,0,0.0
79.42,1,0,0.0
79.43,1,0,0.0
79.44,2,0,0.0
79.47,1,1,100.0
79.48,1,0,0.0
79.49,1,0,0.0
79.5,1,0,0.0
79.54,1,0,0.0
79.56,3,0,0.0
79.57,1,0,0.0
79.58,1,0,0.0
79.59,4,2,50.0
79.6,6,1,16.67
79.63,1,0,0.0
79.64,2,0,0.0
79.65,1,0,0.0
79.67,1,0,0.0
79.68,3,0,0.0
79.69,2,0,0.0
79.7,1,0,0.0
79.71,1,0,0.0
79.73,2,0,0.0
79.75,4,1,25.0
79.76,1,0,0.0
79.78,1,0,0.0
79.79,3,1,33.33
79.82,2,1,50.0
79.83,3,0,0.0
79.84,4,0,0.0
79.87,1,0,0.0
79.88,1,0,0.0
79.93,3,0,0.0
79.94,2,0,0.0
79.98,2,0,0.0
80.01,1,0,0.0
80.03,2,0,0.0
80.04,2,0,0.0
80.05,1,0,0.0
80.06,1,0,0.0
80.07,1,0,0.0
80.08,3,0,0.0
80.09,1,0,0.0
80.1,1,0,0.0
80.13,2,0,0.0
80.16,2,0,0.0
80.18,1,0,0.0
80.19,5,1,20.0
80.2,3,0,0.0
80.22,2,0,0.0
80.24,1,0,0.0
80.26,2,0,0.0
80.27,1,0,0.0
80.32,3,0,0.0
80.33,1,1,100.0
80.34,1,0,0.0
80.35,1,0,0.0
80.36,1,0,0.0
80.4,5,0,0.0
80.43,3,0,0.0
80.45,2,0,0.0
80.47,1,0,0.0
80.48,1,1,100.0
80.49,1,0,0.0
80.5,1,0,0.0
80.52,1,0,0.0
80.53,1,0,0.0
80.56,1,0,0.0
80.58,1,0,0.0
80.6,2,0,0.0
80.61,1,0,0.0
80.63,1,0,0.0
80.64,1,0,0.0
80.65,1,0,0.0
80.67,1,0,0.0
80.7,1,0,0.0
80.75,2,0,0.0
80.76,3,0,0.0
80.77,1,1,100.0
80.79,1,0,0.0
80.8,6,0,0.0
80.85,1,0,0.0
80.86,1,0,0.0
80.87,2,0,0.0
80.88,2,0,0.0
80.9,2,0,0.0
80.91,1,0,0.0
80.93,1,0,0.0
80.94,1,0,0.0
80.95,1,0,0.0
80.96,1,0,0.0
80.98,1,0,0.0
81.0,2,0,0.0
81.01,2,0,0.0
81.03,2,0,0.0
81.04,1,0,0.0
81.05,1,0,0.0
81.07,3,1,33.33
81.08,2,0,0.0
81.09,2,0,0.0
81.1,3,0,0.0
81.12,1,0,0.0
81.13,3,0,0.0
81.14,3,2,66.67
81.15,2,0,0.0
81.18,2,1,50.0
81.2,2,0,0.0
81.21,1,0,0.0
81.23,3,0,0.0
81.26,1,0,0.0
81.27,1,0,0.0
81.28,1,0,0.0
81.29,4,0,0.0
81.31,1,0,0.0
81.32,2,0,0.0
81.33,2,0,0.0
81.35,2,0,0.0
81.36,1,0,0.0
81.4,2,1,50.0
81.42,2,0,0.0
81.43,2,0,0.0
81.44,3,0,0.0
81.45,2,0,0.0
81.46,1,0,0.0
81.47,3,1,33.33
81.5,2,0,0.0
81.51,2,0,0.0
81.52,1,0,0.0
81.53,2,0,0.0
81.54,1,0,0.0
81.55,2,0,0.0
81.56,5,0,0.0
81.57,2,0,0.0
81.6,2,1,50.0
81.61,2,0,0.0
81.63,3,0,0.0
81.67,1,0,0.0
81.68,2,0,0.0
81.69,3,0,0.0
81.7,1,0,0.0
81.72,1,0,0.0
81.75,3,0,0.0
81.76,1,0,0.0
81.77,1,0,0.0
81.79,1,0,0.0
81.81,3,1,33.33
81.84,2,0,0.0
81.86,1,0,0.0
81.87,4,0,0.0
81.88,1,0,0.0
81.9,3,0,0.0
81.91,1,0,0.0
81.92,1,0,0.0
81.94,2,0,0.0
81.95,1,0,0.0
81.96,1,0,0.0
81.97,1,0,0.0
81.98,2,0,0.0
81.99,1,0,0.0
82.0,2,1,50.0
82.02,1,0,0.0
82.04,2,0,0.0
82.05,3,0,0.0
82.07,1,0,0.0
82.08,3,0,0.0
82.09,1,0,0.0
82.12,1,0,0.0
82.13,1,0,0.0
82.14,1,0,0.0
82.17,2,0,0.0
82.18,1,0,0.0
82.19,1,0,0.0
82.2,2,0,0.0
82.22,2,0,0.0
82.23,1,0,0.0
82.24,2,1,50.0
82.25,1,0,0.0
82.27,2,0,0.0
82.29,2,0,0.0
82.31,1,0,0.0
82.32,1,0,0.0
82.33,2,0,0.0
82.35,2,0,0.0
82.36,2,1,50.0
82.38,2,0,0.0
82.4,2,0,0.0
82.42,1,0,0.0
82.43,1,0,0.0
82.44,2,0,0.0
82.47,2,0,0.0
82.48,1,0,0.0
82.49,1,0,0.0
82.5,2,0,0.0
82.53,2,0,0.0
82.55,1,0,0.0
82.56,2,0,0.0
82.57,1,0,0.0
82.58,1,0,0.0
82.59,3,0,0.0
82.6,5,0,0.0
82.61,1,0,0.0
82.64,3,0,0.0
82.65,1,0,0.0
82.66,2,1,50.0
82.7,2,0,0.0
82.73,1,0,0.0
82.74,1,0,0.0
82.75,1,0,0.0
82.78,1,0,0.0
82.79,1,0,0.0
82.82,1,1,100.0
82.83,5,0,0.0
82.85,1,0,0.0
82.9,1,0,0.0
82.91,2,0,0.0
82.92,2,0,0.0
82.95,1,0,0.0
82.96,1,0,0.0
82.97,5,0,0.0
83.01,1,0,0.0
83.03,1,0,0.0
83.05,1,0,0.0
83.06,2,0,0.0
83.07,1,0,0.0
83.08,2,0,0.0
83.1,4,0,0.0
83.11,1,0,0.0
83.14,2,0,0.0
83.18,1,0,0.0
83.19,2,0,0.0
83.2,6,0,0.0
83.21,1,0,0.0
83.23,1,0,0.0
83.24,1,0,0.0
83.25,1,0,0.0
83.27,1,0,0.0
83.3,1,0,0.0
83.31,2,0,0.0
83.33,1,0,0.0
83.34,1,0,0.0
83.36,2,1,50.0
83.37,2,0,0.0
83.4,2,0,0.0
83.44,2,0,0.0
83.45,2,0,0.0
83.47,5,1,20.0
83.5,2,0,0.0
83.51,2,0,0.0
83.52,2,1,50.0
83.53,3,0,0.0
83.55,2,0,0.0
83.6,2,0,0.0
83.61,2,0,0.0
83.62,1,0,0.0
83.63,1,0,0.0
83.64,2,0,0.0
83.65,1,0,0.0
83.66,2,0,0.0
83.67,2,0,0.0
83.68,3,0,0.0
83.71,2,0,0.0
83.73,3,0,0.0
83.74,2,0,0.0
83.75,1,0,0.0
83.76,1,0,0.0
83.8,2,0,0.0
83.84,2,0,0.0
83.86,3,0,0.0
83.87,2,0,0.0
83.91,1,0,0.0
83.92,1,0,0.0
83.94,2,1,50.0
83.95,1,0,0.0
83.96,1,0,0.0
83.97,1,0,0.0
83.99,2,0,0.0
84.0,6,0,0.0
84.01,2,0,0.0
84.03,2,0,0.0
84.04,3,1,33.33
84.05,3,0,0.0
84.08,2,0,0.0
84.09,1,0,0.0
84.1,1,0,0.0
84.11,1,0,0.0
84.12,1,0,0.0
84.13,2,0,0.0
84.15,2,0,0.0
84.16,1,0,0.0
84.17,1,0,0.0
84.18,1,1,100.0
84.2,5,0,0.0
84.21,1,0,0.0
84.24,1,0,0.0
84.25,4,1,25.0
84.26,1,0,0.0
84.27,1,1,100.0
84.3,2,0,0.0
84.31,1,0,0.0
84.39,2,0,0.0
84.4,2,0,0.0
84.43,2,0,0.0
84.45,1,0,0.0
84.46,3,0,0.0
84.48,4,0,0.0
84.5,4,0,0.0
84.52,1,0,0.0
84.54,1,0,0.0
84.56,1,0,0.0
84.6,2,0,0.0
84.61,2,0,0.0
84.62,1,0,0.0
84.63,2,0,0.0
84.65,1,0,0.0
84.68,3,1,33.33
84.7,1,0,0.0
84.72,1,0,0.0
84.73,3,1,33.33
84.75,1,0,0.0
84.76,1,0,0.0
84.79,1,1,100.0
84.8,1,0,0.0
84.83,2,0,0.0
84.85,1,0,0.0
84.92,1,1,100.0
84.93,2,0,0.0
84.94,1,0,0.0
84.97,1,0,0.0
85.0,3,0,0.0
85.01,2,0,0.0
85.02,1,0,0.0
85.05,1,0,0.0
85.06,1,0,0.0
85.07,1,0,0.0
85.08,1,0,0.0
85.11,1,0,0.0
85.12,2,0,0.0
85.13,1,0,0.0
85.15,1,0,0.0
85.16,1,0,0.0
85.18,1,0,0.0
85.19,1,0,0.0
85.2,2,0,0.0
85.22,2,0,0.0
85.25,2,0,0.0
85.29,2,0,0.0
85.3,2,0,0.0
85.33,2,0,0.0
85.34,2,0,0.0
85.35,1,1,100.0
85.36,2,0,0.0
85.38,1,1,100.0
85.4,1,0,0.0
85.41,1,0,0.0
85.43,1,0,0.0
85.44,3,0,0.0
85.45,1,0,0.0
85.48,2,0,0.0
85.5,3,0,0.0
85.51,1,0,0.0
85.52,4,0,0.0
85.53,2,0,0.0
85.58,1,0,0.0
85.6,6,0,0.0
85.62,1,0,0.0
85.63,1,0,0.0
85.64,1,0,0.0
85.65,1,0,0.0
85.66,1,0,0.0
85.68,1,0,0.0
85.69,1,0,0.0
85.7,2,0,0.0
85.71,3,0,0.0
85.73,2,0,0.0
85.74,1,0,0.0
85.75,1,0,0.0
85.76,2,0,0.0
85.78,1,0,0.0
85.81,1,0,0.0
85.83,2,0,0.0
85.88,1,0,0.0
85.91,1,0,0.0
85.93,1,0,0.0
85.95,1,0,0.0
85.97,1,0,0.0
86.0,1,0,0.0
86.07,1,0,0.0
86.08,1,0,0.0
86.1,2,0,0.0
86.11,2,0,0.0
86.12,1,0,0.0
86.13,3,0,0.0
86.15,2,0,0.0
86.18,1,0,0.0
86.19,2,1,50.0
86.2,1,0,0.0
86.21,2,0,0.0
86.23,1,0,0.0
86.24,1,0,0.0
86.26,1,0,0.0
86.28,1,0,0.0
86.29,1,0,0.0
86.3,1,0,0.0
86.31,1,1,100.0
86.35,1,0,0.0
86.37,4,1,25.0
86.39,1,0,0.0
86.4,3,1,33.33
86.42,2,0,0.0
86.45,2,0,0.0
86.48,2,0,0.0
86.49,1,0,0.0
86.52,2,0,0.0
86.55,2,0,0.0
86.56,2,0,0.0
86.58,1,0,0.0
86.6,2,0,0.0
86.64,1,0,0.0
86.69,1,1,100.0
86.7,1,0,0.0
86.71,1,0,0.0
86.72,2,0,0.0
86.73,1,0,0.0
86.76,1,0,0.0
86.8,3,0,0.0
86.84,1,1,100.0
86.85,1,0,0.0
86.87,1,0,0.0
86.88,3,0,0.0
86.91,1,0,0.0
86.92,1,0,0.0
86.93,2,0,0.0
86.94,1,0,0.0
86.97,1,0,0.0
87.0,1,0,0.0
87.08,3,1,33.33
87.09,4,0,0.0
87.11,1,1,100.0
87.12,2,1,50.0
87.15,4,1,25.0
87.18,2,0,0.0
87.2,3,0,0.0
87.21,1,0,0.0
87.22,1,0,0.0
87.25,2,0,0.0
87.26,1,0,0.0
87.28,1,0,0.0
87.3,1,0,0.0
87.31,1,0,0.0
87.33,2,0,0.0
87.35,1,0,0.0
87.36,1,0,0.0
87.37,1,0,0.0
87.39,2,0,0.0
87.4,1,0,0.0
87.41,1,0,0.0
87.42,1,0,0.0
87.45,1,0,0.0
87.47,1,0,0.0
87.48,1,0,0.0
87.5,2,0,0.0
87.52,1,0,0.0
87.57,1,0,0.0
87.58,1,0,0.0
87.6,2,0,0.0
87.61,1,0,0.0
87.66,1,0,0.0
87.7,2,0,0.0
87.73,1,1,100.0
87.74,1,0,0.0
87.75,1,0,0.0
87.76,1,1,100.0
87.77,1,0,0.0
87.78,2,0,0.0
87.8,2,0,0.0
87.81,1,0,0.0
87.83,1,0,0.0
87.84,2,0,0.0
87.85,1,0,0.0
87.88,1,0,0.0
87.9,2,0,0.0
87.93,1,0,0.0
87.95,1,0,0.0
87.99,2,0,0.0
88.0,5,0,0.0
88.06,1,0,0.0
88.08,1,0,0.0
88.09,2,0,0.0
88.12,1,0,0.0
88.16,3,0,0.0
88.18,2,1,50.0
88.19,2,1,50.0
88.2,1,0,0.0
88.21,1,1,100.0
88.24,2,0,0.0
88.3,1,0,0.0
88.31,2,0,0.0
88.32,1,0,0.0
88.33,2,0,0.0
88.34,2,0,0.0
88.35,1,0,0.0
88.38,1,0,0.0
88.4,2,0,0.0
88.46,1,0,0.0
88.48,3,0,0.0
88.52,2,1,50.0
88.54,1,0,0.0
88.57,1,0,0.0
88.64,3,0,0.0
88.69,1,0,0.0
88.7,1,1,100.0
88.75,1,0,0.0
88.78,2,1,50.0
88.8,1,0,0.0
88.82,1,0,0.0
88.85,1,0,0.0
88.86,3,1,33.33
88.87,3,0,0.0
88.89,2,0,0.0
88.91,1,0,0.0
88.96,1,0,0.0
88.97,1,0,0.0
88.98,1,0,0.0
88.99,1,0,0.0
89.0,2,0,0.0
89.02,1,0,0.0
89.03,1,0,0.0
89.04,1,0,0.0
89.06,1,0,0.0
89.07,1,0,0.0
89.08,1,0,0.0
89.1,1,0,0.0
89.11,1,0,0.0
89.12,1,0,0.0
89.13,2,0,0.0
89.14,1,1,100.0
89.15,1,0,0.0
89.19,1,0,0.0
89.2,3,0,0.0
89.21,1,0,0.0
89.26,1,1,100.0
89.29,1,0,0.0
89.3,1,0,0.0
89.32,2,0,0.0
89.34,1,0,0.0
89.38,1,0,0.0
89.39,2,0,0.0
89.43,2,0,0.0
89.46,1,0,0.0
89.48,1,0,0.0
89.49,2,0,0.0
89.52,3,0,0.0
89.53,2,0,0.0
89.54,1,0,0.0
89.56,1,0,0.0
89.57,1,0,0.0
89.58,2,0,0.0
89.62,1,0,0.0
89.63,1,0,0.0
89.67,1,0,0.0
89.68,1,0,0.0
89.69,1,0,0.0
89.7,2,0,0.0
89.72,1,0,0.0
89.74,1,0,0.0
89.75,1,0,0.0
89.76,1,0,0.0
89.79,1,0,0.0
89.8,5,1,20.0
89.82,3,0,0.0
89.83,3,0,0.0
89.84,2,0,0.0
89.85,1,0,0.0
89.86,1,0,0.0
89.88,1,0,0.0
89.91,1,0,0.0
89.92,1,0,0.0
89.95,2,0,0.0
89.96,1,0,0.0
90.0,4,0,0.0
90.02,1,0,0.0
90.05,1,0,0.0
90.08,1,0,0.0
90.09,2,0,0.0
90.11,1,0,0.0
90.12,2,0,0.0
90.16,3,0,0.0
90.17,2,0,0.0
90.18,1,0,0.0
90.19,3,0,0.0
90.24,2,0,0.0
90.25,1,0,0.0
90.27,2,0,0.0
90.28,3,0,0.0
90.29,1,0,0.0
90.32,1,0,0.0
90.33,1,0,0.0
90.34,2,0,0.0
90.36,1,0,0.0
90.37,1,0,0.0
90.4,1,0,0.0
90.43,1,0,0.0
90.44,1,0,0.0
90.48,2,0,0.0
90.49,2,0,0.0
90.5,1,0,0.0
90.55,1,0,0.0
90.58,1,0,0.0
90.6,3,0,0.0
90.64,2,0,0.0
90.65,1,0,0.0
90.66,1,0,0.0
90.67,1,0,0.0
90.68,1,0,0.0
90.69,1,0,0.0
90.7,1,0,0.0
90.74,1,0,0.0
90.76,3,0,0.0
90.79,1,0,0.0
90.8,3,0,0.0
90.81,1,0,0.0
90.82,2,0,0.0
90.83,1,0,0.0
90.87,2,0,0.0
90.88,1,0,0.0
90.94,3,0,0.0
90.95,1,0,0.0
90.96,1,0,0.0
91.0,1,0,0.0
91.02,1,0,0.0
91.05,1,0,0.0
91.06,1,0,0.0
91.09,3,1,33.33
91.14,1,0,0.0
91.15,1,0,0.0
91.17,1,0,0.0
91.18,2,0,0.0
91.2,1,0,0.0
91.22,2,0,0.0
91.24,1,0,0.0
91.25,1,0,0.0
91.28,2,0,0.0
91.33,3,0,0.0
91.36,1,0,0.0
91.38,2,0,0.0
91.4,1,0,0.0
91.41,2,0,0.0
91.43,1,0,0.0
91.44,1,0,0.0
91.46,1,0,0.0
91.48,1,0,0.0
91.5,1,0,0.0
91.51,1,0,0.0
91.52,2,0,0.0
91.55,1,0,0.0
91.56,1,0,0.0
91.58,1,0,0.0
91.6,1,0,0.0
91.62,1,0,0.0
91.64,1,0,0.0
91.7,1,0,0.0
91.74,2,0,0.0
91.76,1,0,0.0
91.79,2,0,0.0
91.8,1,0,0.0
91.83,1,0,0.0
91.84,2,0,0.0
91.86,1,0,0.0
91.91,1,0,0.0
91.93,1,1,100.0
92.0,3,1,33.33
92.01,1,0,0.0
92.02,1,0,0.0
92.03,1,0,0.0
92.08,1,0,0.0
92.11,1,0,0.0
92.13,1,0,0.0
92.15,1,0,0.0
92.17,1,0,0.0
92.18,1,0,0.0
92.2,2,0,0.0
92.22,1,0,0.0
92.23,1,0,0.0
92.24,2,0,0.0
92.26,1,0,0.0
92.28,3,0,0.0
92.29,1,0,0.0
92.31,1,0,0.0
92.32,2,1,50.0
92.35,2,0,0.0
92.36,1,0,0.0
92.37,1,0,0.0
92.39,1,1,100.0
92.4,1,0,0.0
92.44,3,0,0.0
92.45,3,0,0.0
92.52,1,0,0.0
92.54,1,0,0.0
92.56,3,1,33.33
92.57,1,0,0.0
92.6,1,0,0.0
92.61,1,0,0.0
92.62,2,0,0.0
92.64,1,0,0.0
92.65,1,0,0.0
92.67,1,0,0.0
92.71,1,0,0.0
92.73,2,0,0.0
92.75,1,0,0.0
92.79,1,0,0.0
92.8,1,0,0.0
92.84,1,0,0.0
92.85,1,0,0.0
92.87,1,0,0.0
92.88,2,1,50.0
92.9,1,0,0.0
92.92,1,0,0.0
92.94,1,0,0.0
92.98,3,0,0.0
93.0,1,0,0.0
93.04,2,0,0.0
93.05,1,0,0.0
93.08,1,0,0.0
93.09,1,0,0.0
93.1,1,0,0.0
93.12,1,0,0.0
93.13,1,0,0.0
93.15,1,0,0.0
93.16,3,0,0.0
93.17,2,0,0.0
93.22,1,0,0.0
93.23,1,0,0.0
93.25,2,0,0.0
93.26,1,0,0.0
93.27,1,0,0.0
93.32,2,0,0.0
93.36,1,0,0.0
93.4,5,0,0.0
93.44,1,0,0.0
93.47,1,0,0.0
93.48,1,0,0.0
93.52,3,0,0.0
93.53,1,0,0.0
93.55,2,0,0.0
93.61,1,0,0.0
93.64,1,0,0.0
93.67,2,1,50.0
93.7,3,0,0.0
93.72,1,0,0.0
93.73,3,0,0.0
93.75,1,0,0.0
93.76,1,0,0.0
93.77,1,0,0.0
93.78,1,0,0.0
93.8,1,0,0.0
93.82,1,0,0.0
93.85,1,0,0.0
93.86,1,1,100.0
93.88,2,0,0.0
93.9,1,0,0.0
93.91,1,0,0.0
93.92,1,1,100.0
93.93,1,0,0.0
93.94,1,0,0.0
93.96,1,0,0.0
93.98,1,0,0.0
94.0,1,0,0.0
94.01,1,0,0.0
94.05,1,0,0.0
94.06,1,0,0.0
94.07,1,0,0.0
94.08,1,0,0.0
94.09,1,0,0.0
94.12,1,0,0.0
94.13,3,0,0.0
94.14,1,0,0.0
94.15,1,0,0.0
94.2,1,0,0.0
94.26,1,0,0.0
94.29,1,0,0.0
94.3,1,0,0.0
94.31,2,0,0.0
94.32,2,0,0.0
94.33,1,1,100.0
94.35,1,0,0.0
94.36,1,0,0.0
94.4,1,0,0.0
94.41,1,0,0.0
94.48,1,0,0.0
94.5,2,0,0.0
94.52,1,0,0.0
94.53,1,0,0.0
94.56,1,0,0.0
94.64,3,0,0.0
94.67,1,0,0.0
94.69,1,0,0.0
94.7,1,0,0.0
94.72,4,1,25.0
94.74,1,0,0.0
94.75,1,0,0.0
94.77,2,0,0.0
94.78,2,0,0.0
94.82,1,0,0.0
94.83,1,0,0.0
94.85,1,0,0.0
94.86,1,0,0.0
94.87,1,0,0.0
94.91,1,0,0.0
94.96,2,0,0.0
94.99,1,0,0.0
95.0,1,0,0.0
95.01,1,0,0.0
95.03,1,0,0.0
95.04,1,0,0.0
95.06,2,0,0.0
95.07,1,0,0.0
95.09,2,0,0.0
95.11,1,0,0.0
95.16,1,0,0.0
95.18,1,0,0.0
95.19,1,0,0.0
95.2,3,0,0.0
95.23,2,0,0.0
95.24,1,0,0.0
95.25,2,0,0.0
95.26,1,0,0.0
95.29,1,0,0.0
95.3,2,0,0.0
95.31,2,1,50.0
95.35,3,0,0.0
95.38,1,0,0.0
95.39,1,0,0.0
95.4,1,0,0.0
95.44,2,0,0.0
95.45,1,0,0.0
95.5,1,0,0.0
95.52,1,0,0.0
95.54,1,0,0.0
95.55,2,0,0.0
95.56,4,0,0.0
95.57,2,0,0.0
95.58,1,0,0.0
95.59,1,0,0.0
95.6,3,0,0.0
95.61,1,0,0.0
95.63,2,0,0.0
95.65,1,0,0.0
95.66,1,0,0.0
95.67,1,0,0.0
95.68,1,0,0.0
95.7,1,0,0.0
95.73,1,0,0.0
95.74,2,0,0.0
95.76,1,0,0.0
95.77,2,0,0.0
95.78,1,0,0.0
95.8,3,0,0.0
95.81,1,1,100.0
95.83,1,0,0.0
95.84,1,0,0.0
95.86,2,2,100.0
95.87,1,0,0.0
95.89,1,0,0.0
95.9,2,0,0.0
95.92,2,0,0.0
95.94,1,0,0.0
95.95,1,0,0.0
95.97,2,0,0.0
96.0,1,1,100.0
96.01,2,0,0.0
96.04,1,0,0.0
96.08,1,0,0.0
96.11,1,0,0.0
96.13,3,0,0.0
96.19,1,1,100.0
96.2,2,0,0.0
96.23,1,0,0.0
96.24,3,0,0.0
96.26,1,0,0.0
96.27,1,0,0.0
96.28,2,0,0.0
96.3,1,0,0.0
96.32,1,0,0.0
96.33,1,0,0.0
96.36,1,0,0.0
96.37,1,0,0.0
96.39,1,0,0.0
96.4,3,0,0.0
96.44,1,0,0.0
96.47,1,0,0.0
96.48,1,0,0.0
96.5,1,0,0.0
96.51,1,0,0.0
96.52,1,1,100.0
96.54,1,0,0.0
96.59,1,1,100.0
96.6,1,0,0.0
96.63,1,0,0.0
96.7,1,0,0.0
96.72,1,0,0.0
96.74,1,0,0.0
96.75,1,0,0.0
96.77,1,0,0.0
96.79,1,0,0.0
96.8,1,0,0.0
96.84,1,0,0.0
96.85,2,0,0.0
96.88,1,0,0.0
96.92,1,0,0.0
96.94,1,0,0.0
96.95,2,0,0.0
96.97,1,0,0.0
97.0,3,0,0.0
97.03,2,0,0.0
97.04,2,1,50.0
97.05,1,0,0.0
97.12,3,0,0.0
97.14,1,0,0.0
97.15,1,0,0.0
97.17,2,0,0.0
97.19,1,0,0.0
97.23,1,0,0.0
97.24,1,0,0.0
97.28,1,0,0.0
97.3,1,0,0.0
97.31,1,0,0.0
97.32,1,0,0.0
97.35,1,0,0.0
97.36,2,0,0.0
97.41,1,0,0.0
97.44,2,0,0.0
97.45,1,0,0.0
97.48,1,0,0.0
97.49,1,0,0.0
97.5,3,0,0.0
97.51,1,0,0.0
97.52,3,0,0.0
97.6,4,0,0.0
97.65,2,0,0.0
97.67,1,0,0.0
97.71,1,0,0.0
97.73,2,0,0.0
97.74,1,0,0.0
97.75,1,0,0.0
97.76,1,0,0.0
97.8,1,0,0.0
97.83,1,0,0.0
97.84,1,0,0.0
97.89,1,0,0.0
97.9,1,0,0.0
97.94,1,0,0.0
97.95,1,0,0.0
97.96,1,0,0.0
98.0,6,0,0.0
98.02,2,0,0.0
98.03,2,1,50.0
98.08,3,1,33.33
98.1,1,0,0.0
98.14,1,0,0.0
98.16,3,0,0.0
98.17,1,0,0.0
98.2,2,0,0.0
98.25,1,0,0.0
98.26,1,0,0.0
98.28,1,0,0.0
98.3,1,0,0.0
98.32,2,0,0.0
98.35,1,0,0.0
98.36,2,0,0.0
98.4,2,0,0.0
98.41,1,0,0.0
98.45,1,1,100.0
98.48,2,0,0.0
98.5,2,0,0.0
98.52,1,0,0.0
98.55,1,1,100.0
98.56,2,0,0.0
98.58,1,0,0.0
98.6,1,0,0.0
98.63,1,0,0.0
98.69,1,0,0.0
