dti,total_loans,defaulted_loans,default_rate
63.26,1,0,0.0
63.27,3,1,33.33
63.28,5,0,0.0
63.29,4,0,0.0
63.3,2,0,0.0
63.31,4,0,0.0
63.32,4,0,0.0
63.33,2,0,0.0
63.34,1,0,0.0
63.35,2,0,0.0
63.36,2,0,0.0
63.37,1,0,0.0
63.38,1,0,0.0
63.39,4,1,25.0
63.4,2,0,0.0
63.41,5,0,0.0
63.43,3,1,33.33
63.44,4,0,0.0
63.45,3,0,0.0
63.46,3,0,0.0
63.47,2,0,0.0
63.48,4,0,0.0
63.49,1,0,0.0
63.5,3,0,0.0
63.51,2,0,0.0
63.52,5,1,20.0
63.53,1,0,0.0
63.55,3,0,0.0
63.56,7,0,0.0
63.57,1,0,0.0
63.58,1,0,0.0
63.59,1,0,0.0
63.6,4,0,0.0
63.61,4,0,0.0
63.62,1,0,0.0
63.63,1,1,100.0
63.64,3,0,0.0
63.65,3,0,0.0
63.66,3,0,0.0
63.67,2,1,50.0
63.68,1,0,0.0
63.69,1,0,0.0
63.7,5,0,0.0
63.71,1,0,0.0
63.72,2,0,0.0
63.73,4,0,0.0
63.74,3,0,0.0
63.75,4,0,0.0
63.76,2,0,0.0
63.77,3,0,0.0
63.78,2,0,0.0
63.79,1,0,0.0
63.8,3,0,0.0
63.81,1,0,0.0
63.82,1,0,0.0
63.83,4,0,0.0
63.84,1,0,0.0
63.86,1,0,0.0
63.87,1,0,0.0
63.88,3,0,0.0
63.89,2,0,0.0
63.9,4,0,0.0
63.91,6,0,0.0
63.92,1,0,0.0
63.93,2,0,0.0
63.95,4,0,0.0
63.96,3,0,0.0
63.97,4,0,0.0
63.98,4,0,0.0
63.99,9,0,0.0
64.0,5,0,0.0
64.01,1,0,0.0
64.02,2,0,0.0
64.03,1,0,0.0
64.04,5,1,20.0
64.05,5,0,0.0
64.06,4,1,25.0
64.07,5,0,0.0
64.08,2,2,100.0
64.09,1,0,0.0
64.1,2,0,0.0
64.11,2,0,0.0
64.12,4,0,0.0
64.13,2,0,0.0
64.14,2,0,0.0
64.15,2,0,0.0
64.16,3,0,0.0
64.17,2,1,50.0
64.19,4,0,0.0
64.2,5,1,20.0
64.22,3,0,0.0
64.23,2,0,0.0
64.24,1,0,0.0
64.25,2,0,0.0
64.27,1,0,0.0
64.28,3,0,0.0
64.29,1,0,0.0
64.3,4,0,0.0
64.31,1,0,0.0
64.32,1,0,0.0
64.34,3,0,0.0
64.35,3,0,0.0
64.36,5,0,0.0
64.37,3,0,0.0
64.38,3,0,0.0
64.39,1,0,0.0
64.4,2,0,0.0
64.41,1,0,0.0
64.42,2,1,50.0
64.43,4,0,0.0
64.44,2,1,50.0
64.45,4,0,0.0
64.46,2,0,0.0
64.47,5,1,20.0
64.48,2,0,0.0
64.49,2,0,0.0
64.5,2,0,0.0
64.51,3,0,0.0
64.52,3,0,0.0
64.53,2,0,0.0
64.54,4,0,0.0
64.55,5,0,0.0
64.56,5,0,0.0
64.57,1,0,0.0
64.58,3,0,0.0
64.59,2,0,0.0
64.6,2,0,0.0
64.61,3,0,0.0
64.62,1,0,0.0
64.63,1,0,0.0
64.64,1,0,0.0
64.65,5,0,0.0
64.67,3,1,33.33
64.68,4,1,25.0
64.69,4,0,0.0
64.7,3,0,0.0
64.71,5,1,20.0
64.72,6,0,0.0
64.73,3,1,33.33
64.74,1,0,0.0
64.75,1,0,0.0
64.76,2,0,0.0
64.77,1,0,0.0
64.78,1,0,0.0
64.79,3,0,0.0
64.8,3,0,0.0
64.81,3,0,0.0
64.82,3,0,0.0
64.83,3,0,0.0
64.84,1,0,0.0
64.85,3,0,0.0
64.87,2,0,0.0
64.88,3,0,0.0
64.89,2,0,0.0
64.9,2,0,0.0
64.91,2,0,0.0
64.92,5,1,20.0
64.93,4,0,0.0
64.94,2,1,50.0
64.95,2,0,0.0
64.96,4,2,50.0
64.97,4,0,0.0
64.98,2,0,0.0
64.99,4,2,50.0
65.0,5,0,0.0
65.01,3,0,0.0
65.04,3,0,0.0
65.05,4,1,25.0
65.06,2,0,0.0
65.07,10,2,20.0
65.08,2,0,0.0
65.1,5,0,0.0
65.12,6,1,16.67
65.13,3,0,0.0
65.14,1,0,0.0
65.15,1,0,0.0
65.16,2,0,0.0
65.17,1,0,0.0
65.19,7,2,28.57
65.2,11,1,9.09
65.21,1,0,0.0
65.22,1,0,0.0
65.24,4,0,0.0
65.25,4,0,0.0
65.26,4,1,25.0
65.27,2,0,0.0
65.28,3,0,0.0
65.31,1,0,0.0
65.32,1,0,0.0
65.33,1,0,0.0
65.34,2,0,0.0
65.35,2,0,0.0
65.36,1,0,0.0
65.37,1,0,0.0
65.38,1,0,0.0
65.39,3,0,0.0
65.4,7,0,0.0
65.41,5,1,20.0
65.42,1,0,0.0
65.43,4,0,0.0
65.44,1,0,0.0
65.45,3,1,33.33
65.46,1,0,0.0
65.47,2,0,0.0
65.48,1,0,0.0
65.49,2,1,50.0
65.5,7,0,0.0
65.51,1,0,0.0
65.52,4,0,0.0
65.53,3,0,0.0
65.54,2,0,0.0
65.55,3,0,0.0
65.56,2,0,0.0
65.57,3,0,0.0
65.58,4,2,50.0
65.59,1,0,0.0
65.6,4,1,25.0
65.61,2,0,0.0
65.62,2,0,0.0
65.63,3,0,0.0
65.64,1,0,0.0
65.65,5,0,0.0
65.66,1,0,0.0
65.67,4,0,0.0
65.68,2,0,0.0
65.69,1,0,0.0
65.7,2,0,0.0
65.71,4,0,0.0
65.72,3,0,0.0
65.73,6,0,0.0
65.74,3,0,0.0
65.75,2,1,50.0
65.76,2,0,0.0
65.77,2,0,0.0
65.78,3,0,0.0
65.79,2,0,0.0
65.8,7,1,14.29
65.81,1,0,0.0
65.82,1,0,0.0
65.83,4,1,25.0
65.84,1,0,0.0
65.85,5,0,0.0
65.86,1,0,0.0
65.87,4,1,25.0
65.88,4,0,0.0
65.9,2,1,50.0
65.91,1,0,0.0
65.92,3,0,0.0
65.93,3,1,33.33
65.94,5,1,20.0
65.95,2,0,0.0
65.96,2,0,0.0
65.97,3,0,0.0
65.98,3,0,0.0
65.99,2,0,0.0
66.0,7,0,0.0
66.01,3,0,0.0
66.02,2,0,0.0
66.03,3,0,0.0
66.04,4,1,25.0
66.05,2,0,0.0
66.06,3,0,0.0
66.07,1,0,0.0
66.08,4,1,25.0
66.09,2,0,0.0
66.1,3,1,33.33
66.11,4,0,0.0
66.12,1,1,100.0
66.13,2,0,0.0
66.14,3,0,0.0
66.15,2,1,50.0
66.17,4,0,0.0
66.18,5,0,0.0
66.19,1,0,0.0
66.2,6,0,0.0
66.21,5,0,0.0
66.23,4,0,0.0
66.24,2,0,0.0
66.25,3,0,0.0
66.26,1,0,0.0
66.27,2,0,0.0
66.28,2,0,0.0
66.29,1,0,0.0
66.3,1,0,0.0
66.31,1,0,0.0
66.32,6,0,0.0
66.33,2,0,0.0
66.34,3,0,0.0
66.35,3,1,33.33
66.36,2,0,0.0
66.37,2,0,0.0
66.38,2,0,0.0
66.39,2,0,0.0
66.4,4,0,0.0
66.41,1,1,100.0
66.43,3,0,0.0
66.44,4,0,0.0
66.45,3,0,0.0
66.47,1,0,0.0
66.48,3,0,0.0
66.49,3,0,0.0
66.5,1,0,0.0
66.51,2,1,50.0
66.52,1,0,0.0
66.53,4,0,0.0
66.54,1,0,0.0
66.55,2,0,0.0
66.56,1,0,0.0
66.57,3,0,0.0
66.58,3,0,0.0
66.59,5,0,0.0
66.6,6,1,16.67
66.61,4,1,25.0
66.62,2,0,0.0
66.63,2,0,0.0
66.64,2,0,0.0
66.66,2,0,0.0
66.67,2,0,0.0
66.68,1,0,0.0
66.69,2,0,0.0
66.7,1,0,0.0
66.71,2,1,50.0
66.72,2,0,0.0
66.73,4,0,0.0
66.74,2,1,50.0
66.75,2,0,0.0
66.76,2,0,0.0
66.77,5,0,0.0
66.78,2,0,0.0
66.79,2,0,0.0
66.8,2,0,0.0
66.83,2,0,0.0
66.84,2,0,0.0
66.85,3,0,0.0
66.86,2,0,0.0
66.87,3,0,0.0
66.88,4,1,25.0
66.89,2,0,0.0
66.9,4,0,0.0
66.91,2,0,0.0
66.92,1,0,0.0
66.93,1,0,0.0
66.94,2,0,0.0
66.95,1,0,0.0
66.96,1,0,0.0
66.97,2,0,0.0
66.99,3,0,0.0
67.0,2,0,0.0
67.01,3,0,0.0
67.02,1,1,100.0
67.03,1,0,0.0
67.04,3,0,0.0
67.05,2,0,0.0
67.06,2,0,0.0
67.07,3,0,0.0
67.09,2,0,0.0
67.1,2,0,0.0
67.11,2,0,0.0
67.12,1,0,0.0
67.13,3,0,0.0
67.14,1,0,0.0
67.15,3,0,0.0
67.16,4,0,0.0
67.17,3,0,0.0
67.18,6,0,0.0
67.19,2,0,0.0
67.2,6,0,0.0
67.21,3,0,0.0
67.22,2,0,0.0
67.24,1,0,0.0
67.25,2,1,50.0
67.26,3,0,0.0
67.27,2,0,0.0
67.28,2,0,0.0
67.29,3,0,0.0
67.3,3,0,0.0
67.31,3,0,0.0
67.32,1,0,0.0
67.35,4,0,0.0
67.36,1,0,0.0
67.37,1,0,0.0
67.38,4,0,0.0
67.39,3,1,33.33
67.4,3,1,33.33
67.42,4,0,0.0
67.44,3,0,0.0
67.45,1,0,0.0
67.46,2,0,0.0
67.48,3,0,0.0
67.5,3,1,33.33
67.51,2,0,0.0
67.52,3,0,0.0
67.53,3,1,33.33
67.54,1,0,0.0
67.55,2,0,0.0
67.56,2,0,0.0
67.57,1,1,100.0
67.58,5,0,0.0
67.59,6,0,0.0
67.6,4,1,25.0
67.61,1,0,0.0
67.63,1,0,0.0
67.64,7,1,14.29
67.65,1,0,0.0
67.66,2,0,0.0
67.67,1,0,0.0
67.68,2,0,0.0
67.69,3,1,33.33
67.7,1,0,0.0
67.71,2,0,0.0
67.72,2,0,0.0
67.73,3,0,0.0
67.74,3,1,33.33
67.75,2,0,0.0
67.76,3,0,0.0
67.77,4,1,25.0
67.78,1,1,100.0
67.8,4,0,0.0
67.81,2,0,0.0
67.83,2,0,0.0
67.84,2,0,0.0
67.85,2,0,0.0
67.87,2,0,0.0
67.88,2,0,0.0
67.89,3,0,0.0
67.91,2,0,0.0
67.92,1,0,0.0
67.93,5,0,0.0
67.94,2,0,0.0
67.95,4,1,25.0
67.96,3,0,0.0
67.99,1,0,0.0
68.0,6,1,16.67
68.01,2,0,0.0
68.02,2,0,0.0
68.03,4,1,25.0
68.05,5,1,20.0
68.06,1,0,0.0
68.07,2,0,0.0
68.08,2,0,0.0
68.09,1,0,0.0
68.1,2,0,0.0
68.11,1,0,0.0
68.12,2,0,0.0
68.14,2,0,0.0
68.15,1,0,0.0
68.16,4,0,0.0
68.18,3,0,0.0
68.19,2,0,0.0
68.2,1,0,0.0
68.21,2,0,0.0
68.22,2,0,0.0
68.24,1,0,0.0
68.25,1,0,0.0
68.27,6,0,0.0
68.29,2,0,0.0
68.3,5,0,0.0
68.31,4,0,0.0
68.32,1,0,0.0
68.33,3,0,0.0
68.35,2,0,0.0
68.36,4,0,0.0
68.37,1,0,0.0
68.38,2,0,0.0
68.39,1,0,0.0
68.4,2,0,0.0
68.41,3,0,0.0
68.42,1,0,0.0
68.43,3,0,0.0
68.44,1,0,0.0
68.46,2,0,0.0
68.47,1,0,0.0
68.48,5,0,0.0
68.49,2,0,0.0
68.5,3,0,0.0
68.51,2,0,0.0
68.52,3,1,33.33
68.53,1,0,0.0
68.54,1,0,0.0
68.55,5,0,0.0
68.56,4,0,0.0
68.57,1,0,0.0
68.58,1,0,0.0
68.59,1,0,0.0
68.6,1,0,0.0
68.61,4,0,0.0
68.62,3,0,0.0
68.64,1,0,0.0
68.65,2,1,50.0
68.66,1,0,0.0
68.67,2,0,0.0
68.68,2,0,0.0
68.7,3,0,0.0
68.71,1,0,0.0
68.72,4,0,0.0
68.73,1,1,100.0
68.74,2,0,0.0
68.75,2,0,0.0
68.76,3,0,0.0
68.77,2,0,0.0
68.78,3,0,0.0
68.79,2,0,0.0
68.8,5,0,0.0
68.81,1,0,0.0
68.82,2,0,0.0
68.83,3,1,33.33
68.84,3,0,0.0
68.85,1,0,0.0
68.86,1,0,0.0
68.87,1,0,0.0
68.88,3,0,0.0
68.89,2,0,0.0
68.9,2,0,0.0
68.91,3,0,0.0
68.92,3,0,0.0
68.93,1,0,0.0
68.94,2,0,0.0
68.95,5,0,0.0
68.96,3,0,0.0
68.97,1,0,0.0
68.99,2,0,0.0
69.0,3,0,0.0
69.01,3,0,0.0
69.02,3,0,0.0
69.03,3,0,0.0
69.04,1,1,100.0
69.05,3,0,0.0
69.07,3,0,0.0
69.08,4,0,0.0
69.09,2,0,0.0
69.1,1,0,0.0
69.11,2,0,0.0
69.12,3,0,0.0
69.13,2,0,0.0
69.14,1,1,100.0
69.15,3,0,0.0
69.17,2,0,0.0
69.18,1,0,0.0
69.19,1,0,0.0
69.2,3,0,0.0
69.21,2,1,50.0
69.23,1,0,0.0
69.24,2,0,0.0
69.26,1,0,0.0
69.27,1,0,0.0
69.28,4,0,0.0
69.29,1,0,0.0
69.3,3,1,33.33
69.31,2,0,0.0
69.32,4,0,0.0
69.33,3,0,0.0
69.34,6,0,0.0
69.35,2,0,0.0
69.36,2,0,0.0
69.37,2,1,50.0
69.38,1,0,0.0
69.39,4,1,25.0
69.4,4,0,0.0
69.41,2,0,0.0
69.42,4,0,0.0
69.43,3,0,0.0
69.44,2,0,0.0
69.45,3,0,0.0
69.46,2,0,0.0
69.47,6,1,16.67
69.48,2,0,0.0
69.49,3,0,0.0
69.5,2,0,0.0
69.52,2,1,50.0
69.53,1,0,0.0
69.54,1,0,0.0
69.55,1,0,0.0
69.56,6,0,0.0
69.58,3,0,0.0
69.59,1,0,0.0
69.6,2,0,0.0
69.61,1,0,0.0
69.62,4,0,0.0
69.63,2,0,0.0
69.66,4,0,0.0
69.67,1,0,0.0
69.68,2,0,0.0
69.69,4,0,0.0
69.7,3,0,0.0
69.71,1,1,100.0
69.72,2,0,0.0
69.73,2,0,0.0
69.74,4,0,0.0
69.75,3,0,0.0
69.76,6,1,16.67
69.77,3,1,33.33
69.78,1,0,0.0
69.79,1,0,0.0
69.8,3,0,0.0
69.81,1,0,0.0
69.82,3,0,0.0
69.83,2,0,0.0
69.84,4,0,0.0
69.85,2,0,0.0
69.86,2,0,0.0
69.87,3,0,0.0
69.88,2,0,0.0
69.9,3,0,0.0
69.91,2,0,0.0
69.92,2,0,0.0
69.93,1,0,0.0
69.94,2,0,0.0
69.95,6,0,0.0
69.96,5,1,20.0
69.98,1,0,0.0
69.99,3,0,0.0
70.0,7,1,14.29
70.02,2,0,0.0
70.03,4,0,0.0
70.04,1,0,0.0
70.05,1,0,0.0
70.06,1,0,0.0
70.07,2,0,0.0
70.08,3,0,0.0
70.09,1,0,0.0
70.1,3,0,0.0
70.11,1,0,0.0
70.12,1,0,0.0
70.13,1,0,0.0
70.14,2,0,0.0
70.15,1,0,0.0
70.16,2,0,0.0
70.17,1,0,0.0
70.18,2,0,0.0
70.19,1,0,0.0
70.2,4,2,50.0
70.21,3,0,0.0
70.22,1,0,0.0
70.23,2,0,0.0
70.24,2,0,0.0
70.28,6,0,0.0
70.29,2,0,0.0
70.3,3,0,0.0
70.31,1,0,0.0
70.32,1,0,0.0
70.33,3,0,0.0
70.34,2,0,0.0
70.35,3,0,0.0
70.36,1,0,0.0
70.37,3,0,0.0
70.38,1,0,0.0
70.39,1,0,0.0
70.4,1,0,0.0
70.41,7,2,28.57
70.42,1,0,0.0
70.43,2,0,0.0
70.44,1,0,0.0
70.45,3,0,0.0
70.46,2,0,0.0
70.47,2,0,0.0
70.48,2,0,0.0
70.49,1,0,0.0
70.5,1,0,0.0
70.51,2,0,0.0
70.52,3,0,0.0
70.53,3,0,0.0
70.54,3,0,0.0
70.55,2,0,0.0
70.56,3,0,0.0
70.57,4,0,0.0
70.58,2,0,0.0
70.59,3,0,0.0
70.6,4,0,0.0
70.61,1,0,0.0
70.62,2,0,0.0
70.64,3,0,0.0
70.65,3,0,0.0
70.67,2,0,0.0
70.68,4,0,0.0
70.69,4,0,0.0
70.7,6,0,0.0
70.71,4,0,0.0
70.72,3,0,0.0
70.73,1,0,0.0
70.75,2,0,0.0
70.77,3,0,0.0
70.78,2,0,0.0
70.79,2,0,0.0
70.8,1,0,0.0
70.81,3,0,0.0
70.82,1,0,0.0
70.83,2,0,0.0
70.84,2,0,0.0
70.85,1,0,0.0
70.86,1,1,100.0
70.87,2,0,0.0
70.88,3,1,33.33
70.89,1,1,100.0
70.9,3,1,33.33
70.92,4,0,0.0
70.95,4,0,0.0
70.96,2,0,0.0
70.97,2,0,0.0
70.98,2,0,0.0
71.0,1,1,100.0
71.01,3,0,0.0
71.02,3,0,0.0
71.03,1,0,0.0
71.04,2,0,0.0
71.05,3,0,0.0
71.06,1,0,0.0
71.07,2,0,0.0
71.09,1,0,0.0
71.1,3,0,0.0
71.11,1,0,0.0
71.12,2,0,0.0
71.13,2,0,0.0
71.14,2,0,0.0
71.15,3,0,0.0
71.16,1,0,0.0
71.19,3,1,33.33
71.2,4,0,0.0
71.21,1,0,0.0
71.23,1,0,0.0
71.24,2,0,0.0
71.25,1,0,0.0
71.26,1,0,0.0
71.27,1,0,0.0
71.28,2,1,50.0
71.29,2,0,0.0
71.3,2,0,0.0
71.31,1,0,0.0
71.32,1,0,0.0
71.33,4,0,0.0
71.34,1,0,0.0
71.35,1,0,0.0
71.36,4,1,25.0
71.37,3,0,0.0
71.38,2,0,0.0
71.4,4,0,0.0
71.41,2,0,0.0
71.42,2,0,0.0
71.43,3,1,33.33
71.46,2,0,0.0
71.48,1,0,0.0
71.5,1,0,0.0
71.51,2,0,0.0
71.52,1,0,0.0
71.53,2,0,0.0
71.54,1,0,0.0
71.55,8,0,0.0
71.56,2,0,0.0
71.58,2,0,0.0
71.59,2,1,50.0
71.6,8,0,0.0
71.61,1,0,0.0
71.62,1,0,0.0
71.63,3,1,33.33
71.64,1,0,0.0
71.65,2,0,0.0
71.66,3,0,0.0
71.68,1,0,0.0
71.7,2,0,0.0
71.71,1,0,0.0
71.72,3,0,0.0
71.73,3,0,0.0
71.74,2,0,0.0
71.75,2,0,0.0
71.76,3,0,0.0
71.77,2,0,0.0
71.78,1,0,0.0
71.79,3,0,0.0
71.8,3,0,0.0
71.82,2,0,0.0
71.83,1,0,0.0
71.84,2,0,0.0
71.85,2,0,0.0
71.86,1,0,0.0
71.87,4,0,0.0
71.88,2,0,0.0
71.9,3,0,0.0
71.91,3,0,0.0
71.92,2,0,0.0
71.93,1,0,0.0
71.94,4,0,0.0
71.95,1,0,0.0
71.96,3,1,33.33
71.97,1,0,0.0
71.98,2,0,0.0
72.0,2,0,0.0
72.01,5,0,0.0
72.03,2,0,0.0
72.04,3,0,0.0
72.05,2,0,0.0
72.06,2,0,0.0
72.08,2,0,0.0
72.09,1,0,0.0
72.1,2,0,0.0
72.11,1,0,0.0
72.12,1,0,0.0
72.13,2,0,0.0
72.14,2,0,0.0
72.15,1,0,0.0
72.16,3,0,0.0
72.17,2,0,0.0
72.18,1,0,0.0
72.2,2,1,50.0
72.21,4,1,25.0
72.22,2,0,0.0
72.24,3,0,0.0
72.25,1,0,0.0
72.27,2,0,0.0
72.28,2,0,0.0
72.29,1,0,0.0
72.3,1,0,0.0
72.31,1,0,0.0
72.32,2,0,0.0
72.33,1,0,0.0
72.34,1,0,0.0
72.35,4,1,25.0
72.36,1,0,0.0
72.37,1,0,0.0
72.39,2,0,0.0
72.4,4,1,25.0
72.41,1,0,0.0
72.42,1,1,100.0
72.43,2,0,0.0
72.44,1,0,0.0
72.45,3,0,0.0
72.46,4,0,0.0
72.48,2,0,0.0
72.49,2,0,0.0
72.5,2,0,0.0
72.51,1,0,0.0
72.52,1,0,0.0
72.54,1,0,0.0
72.55,1,0,0.0
72.56,6,0,0.0
72.57,1,0,0.0
72.58,1,0,0.0
72.59,3,0,0.0
72.6,3,0,0.0
72.61,1,0,0.0
72.63,2,0,0.0
72.64,4,0,0.0
72.65,4,0,0.0
72.66,1,0,0.0
72.67,3,0,0.0
72.68,3,0,0.0
72.69,1,0,0.0
72.7,4,0,0.0
72.71,1,0,0.0
72.72,1,0,0.0
72.73,1,0,0.0
72.74,1,0,0.0
72.75,1,0,0.0
72.76,1,0,0.0
72.77,1,0,0.0
72.78,2,0,0.0
72.8,2,0,0.0
72.81,5,0,0.0
72.82,3,0,0.0
72.83,1,0,0.0
72.84,1,0,0.0
72.85,2,0,0.0
72.86,1,0,0.0
72.87,3,0,0.0
72.88,3,0,0.0
72.89,3,0,0.0
72.91,1,0,0.0
72.92,1,0,0.0
72.93,1,0,0.0
72.95,1,0,0.0
72.97,3,1,33.33
72.98,2,0,0.0
72.99,3,0,0.0
73.0,2,0,0.0
73.01,1,0,0.0
73.04,7,1,14.29
73.05,4,0,0.0
73.06,1,0,0.0
73.07,2,0,0.0
73.08,2,0,0.0
73.1,2,0,0.0
73.11,2,0,0.0
73.12,1,0,0.0
73.13,2,0,0.0
73.14,1,0,0.0
73.17,1,0,0.0
73.18,2,0,0.0
73.2,2,0,0.0
73.21,3,0,0.0
73.22,2,0,0.0
73.23,1,1,100.0
73.24,1,0,0.0
73.25,1,0,0.0
73.26,1,0,0.0
73.27,4,0,0.0
73.28,2,0,0.0
73.29,1,0,0.0
73.3,1,0,0.0
73.31,2,0,0.0
73.32,1,0,0.0
73.33,1,0,0.0
73.34,1,0,0.0
73.35,3,0,0.0
73.36,5,1,20.0
73.37,2,0,0.0
73.38,4,0,0.0
73.4,3,0,0.0
73.41,1,0,0.0
73.42,1,0,0.0
73.43,2,0,0.0
73.44,4,0,0.0
73.47,5,0,0.0
73.49,1,0,0.0
73.5,4,0,0.0
73.51,2,0,0.0
73.53,2,0,0.0
73.54,3,0,0.0
73.55,3,0,0.0
73.56,1,0,0.0
73.57,1,0,0.0
73.58,1,0,0.0
73.59,1,0,0.0
73.6,1,0,0.0
73.62,1,0,0.0
73.63,2,0,0.0
73.64,1,0,0.0
73.66,3,0,0.0
73.68,4,0,0.0
73.69,3,0,0.0
73.7,1,0,0.0
73.71,1,0,0.0
73.74,2,0,0.0
73.75,1,0,0.0
73.76,1,0,0.0
73.77,4,0,0.0
73.78,1,0,0.0
73.8,1,0,0.0
73.81,1,0,0.0
73.82,1,0,0.0
73.83,2,0,0.0
73.84,4,0,0.0
73.85,2,1,50.0
73.86,1,0,0.0
73.87,4,0,0.0
73.89,4,0,0.0
73.9,1,0,0.0
73.91,3,0,0.0
73.92,1,0,0.0
73.93,5,0,0.0
73.94,1,0,0.0
73.95,3,0,0.0
73.96,1,0,0.0
73.97,2,0,0.0
73.98,3,0,0.0
74.0,2,0,0.0
74.02,1,1,100.0
74.03,2,0,0.0
74.04,3,0,0.0
74.05,4,0,0.0
74.07,1,0,0.0
74.08,3,0,0.0
74.09,1,0,0.0
74.1,1,0,0.0
74.11,2,0,0.0
74.12,2,0,0.0
74.13,2,0,0.0
74.14,2,0,0.0
74.17,3,1,33.33
74.18,1,0,0.0
74.2,1,0,0.0
74.21,2,0,0.0
74.24,4,0,0.0
74.25,2,0,0.0
74.27,1,0,0.0
74.28,1,0,0.0
74.3,4,0,0.0
74.31,2,0,0.0
74.32,1,0,0.0
74.34,1,0,0.0
74.35,1,0,0.0
74.37,1,0,0.0
74.38,4,0,0.0
74.4,2,0,0.0
74.42,1,0,0.0
74.43,1,0,0.0
74.44,1,0,0.0
74.46,4,0,0.0
74.47,1,1,100.0
74.48,2,0,0.0
74.49,2,0,0.0
74.5,2,0,0.0
74.51,1,0,0.0
74.52,3,0,0.0
74.53,1,1,100.0
74.54,1,0,0.0
74.55,3,0,0.0
74.56,1,0,0.0
74.58,3,0,0.0
74.61,4,0,0.0
74.62,2,0,0.0
74.64,2,0,0.0
74.66,1,0,0.0
74.67,1,0,0.0
74.69,1,0,0.0
74.7,3,0,0.0
74.72,1,1,100.0
74.73,2,0,0.0
74.74,3,1,33.33
74.75,2,0,0.0
74.76,2,0,0.0
74.79,1,0,0.0
74.8,3,0,0.0
74.83,2,0,0.0
74.84,1,0,0.0
74.85,2,2,100.0
74.86,2,1,50.0
74.88,3,0,0.0
74.89,2,0,0.0
74.9,2,1,50.0
74.91,2,0,0.0
74.92,2,0,0.0
74.93,1,0,0.0
74.94,2,1,50.0
74.96,2,0,0.0
74.98,1,0,0.0
74.99,1,0,0.0
75.0,4,0,0.0
75.02,1,0,0.0
75.03,1,1,100.0
75.05,1,0,0.0
75.06,3,0,0.0
75.07,3,0,0.0
75.08,3,0,0.0
75.09,2,0,0.0
75.1,1,0,0.0
75.11,1,0,0.0
75.12,2,0,0.0
75.15,1,0,0.0
75.16,1,0,0.0
75.17,4,0,0.0
75.19,2,0,0.0
75.2,4,1,25.0
75.21,1,0,0.0
75.22,2,0,0.0
75.23,1,0,0.0
75.24,1,0,0.0
75.25,3,0,0.0
75.27,1,0,0.0
75.28,3,1,33.33
75.29,1,0,0.0
75.3,4,1,25.0
75.32,1,0,0.0
75.33,3,0,0.0
75.34,1,0,0.0
75.35,3,0,0.0
75.36,1,0,0.0
75.37,1,0,0.0
75.38,1,1,100.0
75.4,5,0,0.0
75.42,3,0,0.0
75.43,2,0,0.0
75.44,1,0,0.0
75.45,1,0,0.0
75.48,1,1,100.0
75.49,1,0,0.0
75.5,4,1,25.0
75.51,2,0,0.0
75.54,2,0,0.0
75.56,2,0,0.0
75.57,2,0,0.0
75.58,1,0,0.0
75.59,2,0,0.0
75.6,1,0,0.0
75.61,1,0,0.0
75.62,1,0,0.0
75.63,2,1,50.0
75.65,3,0,0.0
75.67,2,0,0.0
75.69,2,1,50.0
75.7,1,0,0.0
75.71,2,0,0.0
75.72,2,0,0.0
75.73,3,0,0.0
75.74,1,0,0.0
75.75,4,1,25.0
75.76,2,1,50.0
75.77,1,0,0.0
75.78,1,0,0.0
75.8,4,0,0.0
75.83,1,1,100.0
75.84,3,1,33.33
75.85,1,0,0.0
75.86,1,0,0.0
75.87,7,0,0.0
75.88,1,0,0.0
75.89,1,0,0.0
75.92,2,0,0.0
75.93,1,0,0.0
75.94,2,0,0.0
75.96,3,0,0.0
75.97,2,0,0.0
75.98,1,0,0.0
75.99,3,0,0.0
76.0,9,1,11.11
76.03,1,0,0.0
76.06,1,0,0.0
76.07,1,0,0.0
76.09,2,0,0.0
76.12,1,0,0.0
76.13,2,0,0.0
76.17,1,0,0.0
76.18,2,1,50.0
76.19,4,1,25.0
76.2,2,0,0.0
76.21,1,0,0.0
76.22,2,0,0.0
76.23,3,0,0.0
76.24,3,0,0.0
76.25,1,0,0.0
76.26,1,0,0.0
76.27,2,1,50.0
76.28,1,0,0.0
76.29,1,0,0.0
76.3,4,0,0.0
76.31,1,0,0.0
76.32,1,0,0.0
76.35,3,0,0.0
76.37,4,0,0.0
76.38,1,0,0.0
76.4,2,0,0.0
76.41,1,1,100.0
76.42,2,0,0.0
76.44,2,0,0.0
76.46,2,0,0.0
76.47,4,0,0.0
76.48,2,0,0.0
76.5,4,0,0.0
76.52,1,0,0.0
76.53,1,0,0.0
76.54,1,0,0.0
76.55,1,0,0.0
76.56,2,0,0.0
76.57,3,0,0.0
76.58,1,0,0.0
76.59,2,0,0.0
76.6,2,0,0.0
76.61,1,0,0.0
76.62,2,0,0.0
76.63,3,0,0.0
76.64,2,1,50.0
76.65,2,0,0.0
76.66,2,0,0.0
76.67,1,0,0.0
76.68,1,0,0.0
76.69,3,1,33.33
76.7,1,0,0.0
76.71,1,0,0.0
76.72,1,0,0.0
76.73,2,0,0.0
76.75,5,0,0.0
76.77,2,0,0.0
76.78,2,1,50.0
76.8,4,0,0.0
76.82,2,0,0.0
76.83,1,0,0.0
76.84,1,0,0.0
